lat,lng,indice,dateandtime,Uso del suelo,Ganadería,Vegetación de Ribera,Vegetación de Acuática,Agua – Transparencia,Agua – Olor,Basura,Desbordado,Entubado,Agua – Aceites,Vegetación en las márgenes,Exóticas – Acacia,Exóticas – Ligustro,id,Sitio
-31.067232,-64.298515,75,27-10-2023,"4","0","4","8","10","10","10","10","10","10","8","2","0",,
-31.066757,-64.321167,50,18-10-2024,"0","0","10","0","0","0","0","0","10","0","0","10","0",,
-31.012783,-64.218796,70.8,31-10-2023,"10","0","4","8","10","10","3","10","10","0","0","10","0",,
-31.012825,-64.218796,90,31-10-2023,"10","0","10","8","10","10","10","10","10","10","8","2","0",,
-31.008015,-64.219215,68.3,16-09-2023,"4","0","10","10","10","10","0","0","10","10","8","0","0",,
-31.008366,-64.219215,73.8,16-09-2023,"10","0","4","10","10","10","10",NA,NA,"0","0","10","0",,
-31.068573,-64.308029,76.7,30-01-2024,"10","0","10","0","10","10","10","10","10","10","0","2","0",,
-31.006117,-64.301262,90.8,08-12-2023,"10","0","10","8","10","10","10","10","10","10","8","2","2",,
-31.012693,-64.288239,75.7,31-10-2023,"4","0","4","10","10","10","10","10","10","10","8","2","0",,
-31.068312,-64.307472,63.3,07-03-2024,"4","0","4","8","10","0","10","0","10","10","0","10","0",,
-31.068308,-64.307411,83.3,07-03-2024,"10","0","10","8","10","10","10","10","10","10","0","2","0",,
-31.068525,-64.307198,90,07-03-2024,"10","0","10","8","10","10","10","10","10","10","0","10","0",,
-31.068253,-64.307472,79.2,07-03-2024,"10","0","10","10","10","10","10","10","10","0","0","0","0",,
-31.068647,-64.298882,80,07-03-2024,"10","0","4","10","10","10","10","10","10","10","0","2","0",,
-31.068117,-64.307663,85,07-03-2024,"10","0","10","10","10","10","10","10","10","10","0","2","0",,
-31.068359,-64.307594,74.2,07-03-2024,"10","0","10","8","10","10","10","10","10","0","0","2","0",,
-31.068411,-64.30751,82.5,07-03-2024,"10","0","10","8","10","10","10","10","10","0","8","2","2",,
-31.068249,-64.307457,85.8,07-03-2024,"10","0","10","8","10","10","6","10","10","10","8","10","0",,
-31.068382,-64.30748,75.8,07-03-2024,"10","0","4","10","10","10","10","10","10","0","10","2","0",,
-31.068356,-64.307381,65.8,07-03-2024,"4","0","10","10","10","10","10","10","10","0","0","2","0",,
-31.074224,-64.313332,77.5,10-03-2024,"10","0","10","10","10","10","3","10","10","0","0","10","0",,
-31.068348,-64.307533,62.5,07-03-2024,"4","0","10","10","10","10","6","10","10","0","0","2","0",,
-31.069752,-64.29924,82.5,01-05-2024,"4","0","10","10","10","10","6","10","10","10","10","10","0",,
-31.007893,-64.266777,65.8,05-05-2024,"4","0","10","0","10","10","6","10","10","10","0","0","0",,
-31.007893,-64.266777,65.8,05-05-2024,"4","0","10","0","10","10","6","10","10","10","0","0","0",,
-31.012777,-64.288208,80.8,31-10-2023,"10","0","8","10","10","10","3","10","10","10","0","2","0",,
-31.075556,-64.321091,76.7,21-05-2024,"10","0","10","10","10","10","10","10","10","0","0","2","0",,
-31.006304,-64.238098,57.6,05-05-2024,"6","0","10","0","10","0","10","10","10","0","0","0","0",,
-31.054699,-64.288635,60,13-01-2024,"4","0","4","0","10","10","10","10","0","10","10","2","2",,
-31.007084,-64.26741,70,14-07-2024,"4","0","10","8","10","10","3","10","10","10","0","0","0",,
-31.005989,-64.300377,82.5,15-06-2024,"10","0","10","8","10","10","10","10","10","10","0","2","0",,
-31.01305,-64.288536,84.2,15-06-2024,"10","0","10","10","10","10","10","10","10","10","0","2","0",,
-31.012901,-64.288528,74.4,21-07-2024,"10","4","10","10","10","10","6","10","10","0","0","10","0",,
-31.067963,-64.307388,76.7,07-03-2024,"10","0","10","10","10","10","10","10","10","0","0","2","0",,
-31.150084,-64.34034,90,14-08-2024,"10","0","4","10","10","10","10","10","10","10","8","10","0",,
-31.150175,-64.340401,89.1,14-08-2024,"10","0","10","10","10","10","3","10","10","10","10","0","0",,
-31.068361,-64.30751,89.5,07-03-2024,"0","0","10","10","10","10","6","10","10","10","8","0","0",,
-31.064524,-64.297127,83.3,06-09-2024,"4","0","10","8","10","10","10","10","10","10","8","10","0",,
-31.066778,-64.296043,60,09-09-2024,"4","0","10","10","10","10","3","10","10","0","0","2","0",,
-31.147547,-64.350616,86.7,14-08-2024,"10","0","10","8","10","10","6","10","10","10","0","10","0",,
-31.006157,-64.238174,29.4,11-09-2024,"10","0","4","0","0","0","0","0","0","0","0","2","0",,
-31.235275,-64.32296,56.7,04-12-2024,"4","0","4","0","10","10","3","10","10","10","0","2","2",,
-31.063976,-64.299858,77.3,20-08-2024,"10","0","10","0","10","10","6","0","0","10","0","0","2",,
-31.069439,-64.298752,73.3,27-09-2024,"4","0","10","10","10","10","3","10","10","10","10","2","0",,
-31.075426,-64.320702,85,14-07-2024,"10","0","10","10","10","10","10","10","10","10","0","2","0",,
-31.068357,-64.306236,80.8,03-09-2024,"10","0","10","10","10","10","6","10","10","10","0","2","0",,
-31.068136,-64.305016,85,30-08-2024,"10","0","10","10","10","10","10","10","10","10","0","2","0",,
-31.068171,-64.30677,88.3,09-08-2024,"10","0","10","10","10","10","10","10","10","10","8","2","0",,
-31.075428,-64.32058,88.3,31-05-2024,"10","0","10","10","10","10","10","10","10","10","0","2","0",,
-31.075571,-64.321068,76.7,21-05-2024,"10","0","10","10","10","10","10","10","10","0","0","2","0",,
-31.074184,-64.319008,89.2,10-05-2024,"10","0","10","10","10","10","10","10","10","10","10","2","0",,
-31.066336,-64.295425,66.7,17-04-2024,"0","0","10","10","10","10","10","10","10","10","0","0","0",,
-31.067299,-64.295204,75,17-04-2024,"0","0","10","10","10","10","10","10","10","10","10","0","0",,
-31.068647,-64.298882,81.7,07-03-2024,"10","0","10","8","10","10","10","10","10","0","0","10","0",,
